the_date,client_id,api_endpoint,num_requests,avg_latency
1/8/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/:channel_id/follows,22801,125
1/5/18 0:00,33kozedd0zs6fbauka98psnc7zwom2s,GET /v5/streams/:id,393380,143
2/8/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,PUT /v5/channels/:id,50,312
1/14/18 0:00,33kozedd0zs6fbauka98psnc7zwom2s,GET /v5/channels/:id,102,232
1/18/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v3/channels/:login,54,106
12/29/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/user,7073,176
11/15/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/streams/:id,56617,90
11/15/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/channel,266,126
2/1/18 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/search/games,9,6
1/18/18 0:00,hf38b1gx7qnebpziq77q34ej4x44qdh,GET /v5/users,4,76
11/26/17 0:00,jg509s1n58dzwc7p97o5bb4ffimwuj2,GET /v5/user,123,393
12/1/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/user,2701,33
12/25/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /helix/users,1682,113
12/18/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,PUT /v5/channels/:id,7,306
1/4/18 0:00,33kozedd0zs6fbauka98psnc7zwom2s,GET /v5/streams/:id,385932,144
12/27/17 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v3/streams,96,240
12/9/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/users/:user_id/follows/channels/:channel,3,115
12/25/17 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/user,1,38
11/15/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/channels/:login,668,31
11/23/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/communities,23,65
1/15/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/users,1258,27
11/15/17 0:00,9uavest5z7knsvpbip19fxqkywxz3ec,PUT /v5/channels/:id,22,405
1/8/18 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,GET /v3/channels/:login,13,466
2/9/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/communities,165,86
1/5/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/streams/followed,1,22
12/4/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/users/:user_id/follows/channels/:channel,272223,194
2/2/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/ingests,3,10
1/8/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/channels/:channel_id/follows,3008508,88
1/30/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/user,127,166
11/15/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/search/games,900,40
1/21/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,PUT /v5/channels/:channel_id/communities,22,133
12/9/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:channel_id/follows,191835,144
1/6/18 0:00,sv6t1c3j2s5uuz3elxftm7s1bx54b31,GET /v3/user,18,88
11/18/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/channels/:login,31088,44
2/10/18 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v3/streams/:name,5,18
1/5/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/user,318,200
1/16/18 0:00,isjln45ehvrv7uo6327u3g6ka1y7vzf,GET /v5/channels/:id,30,59
12/16/17 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/user,504,51
12/15/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/streams/:id,574953,20
12/13/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/streams,33265,40
12/5/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/streams/followed,1,473
1/12/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,PUT /v5/channels/:channel_id/communities,2,74
1/2/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/:channel_id/community,4,99
11/15/17 0:00,36v98kaawy48toz20d8gntnpk,PUT /v3/channels/:login,4,103
11/15/17 0:00,36v98kaawy48toz20d8gntnpk,PUT /v5/channels/:id,27,297
11/15/17 0:00,36v98kaawy48toz20d8gntnpk,POST /v5/channels/:channel_id/commercial,6,39
1/24/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/search/games,144,78
1/31/18 0:00,9uavest5z7knsvpbip19fxqkywxz3ec,GET /v3/user,100,42
1/11/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/streams/:id,258963,91
1/14/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,POST /v5/channels/:channel_id/commercial,11,139
11/15/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/streams/:name,2266,62
12/28/17 0:00,isjln45ehvrv7uo6327u3g6ka1y7vzf,GET /v5/user,10,51
2/7/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/:channel_id/follows,15938,79
1/11/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v5/user,98,43
1/19/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/streams/:id,300477,153
1/17/18 0:00,isjln45ehvrv7uo6327u3g6ka1y7vzf,GET /v5/user,7,39
11/30/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v3/user,1281,134
11/23/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:id,1268,48
2/12/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/:channel_id/community,2,13
12/23/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v3/user,1207,101
11/25/17 0:00,7dhxmzdtfvllbu5h7rgys2rn4,GET /v3/,16,25
1/4/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/users,52750,24
12/5/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/user/,11,43
2/11/18 0:00,sq94brxoevg1rdwqvqna51jr7396ic,GET /v5/user,4,44
11/22/17 0:00,7dhxmzdtfvllbu5h7rgys2rn4,GET /v3/channels/:login,13,12
1/25/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/search/games,541,51
11/15/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/ingests,271,48
12/6/17 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/search/channels,4,419
12/14/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/ingests,1,8
11/21/17 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,GET /v3/streams/:name,1303,70
12/8/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/streams/:name,20875,13
12/25/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v3/streams/:name,71340,72
12/17/17 0:00,33kozedd0zs6fbauka98psnc7zwom2s,GET /v5/streams/:id,357198,147
1/4/18 0:00,jg509s1n58dzwc7p97o5bb4ffimwuj2,GET /v5/user,163,44
11/15/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/,44,61
12/7/17 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,GET /v3/search/games,3,28
12/4/17 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/channels/:id,4469,104
1/8/18 0:00,hf38b1gx7qnebpziq77q34ej4x44qdh,GET /v5/user,4,48
12/24/17 0:00,bjf85qht726415euqyjts1eeyxp4x8b,GET /v3/user,1,468
1/8/18 0:00,nquiw61tb595zscbxktdhwe2i45py5m,GET /v3/user,9,39
1/3/18 0:00,9uavest5z7knsvpbip19fxqkywxz3ec,PUT /v5/channels/:id,22,233
1/25/18 0:00,9uavest5z7knsvpbip19fxqkywxz3ec,PUT /v5/channels/:id,15,371
2/2/18 0:00,33kozedd0zs6fbauka98psnc7zwom2s,GET /v3/streams/:name,5,32
11/15/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/channels/:channel/follows,1439,62
2/11/18 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/channels/:id,7936,58
11/15/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/search/games,274,37
1/30/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/streams,25,51
12/31/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/channels/:id,59236,47
1/24/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v5/user,103,46
1/31/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/user,114,173
1/13/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/streams/followed,2,54
1/18/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/channels/:channel/follows,241776,38
12/2/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/,1,1
11/30/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/channels/:channel_id/follows,2389989,83
12/1/17 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,PUT /v5/channels/:id,110,107
1/15/18 0:00,sq94brxoevg1rdwqvqna51jr7396ic,GET /v5/user,9,53
12/2/17 0:00,btg981y5c6jugyuwcg3ukortgj22iyf,GET /v3/user,2,451
1/10/18 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/user,45,66
12/29/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/users/:user_id/follows/channels/:channel,25,272
1/17/18 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/streams/:id,1233,51
12/17/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/user/,17,36
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/channels/:channel_id/follows,10236,61
11/27/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/channels/:id,170189,76
2/12/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/streams/:id,101784,125
12/7/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/channels/:channel_id/ingest/health,1486,557
12/22/17 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v3/users/:user/follows/channels,38,94
1/8/18 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/user,416,58
2/7/18 0:00,7dhxmzdtfvllbu5h7rgys2rn4,GET /v3/,24,22
12/17/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/users,45948,51
12/14/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:id,2387,63
12/19/17 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,POST /v5/channels/:channel_id/commercial,6,83
12/14/17 0:00,33kozedd0zs6fbauka98psnc7zwom2s,GET /v3/streams/:name,24,152
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/streams/:id,55080,92
12/4/17 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v3/users/:login,17,6
11/21/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /helix/users,958,210
11/29/17 0:00,99c8xj3f82h6ho6hznh9jurmj5ciz74,GET /v3/user,916,144
11/29/17 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/videos/:vod_id/,280,21
2/8/18 0:00,sv6t1c3j2s5uuz3elxftm7s1bx54b31,GET /v3/channels/:channel/follows,47740,51
1/7/18 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/channels/:id,4452,93
2/7/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/streams/:id,4617,116
1/13/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,PUT /v5/channels/:channel_id/communities,24,151
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/channel,242,129
11/24/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/streams,18,109
11/23/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/streams/:id,461000,19
12/3/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/streams/:id,193345,136
11/27/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:channel_id/follows,139404,138
1/9/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:id,2486,65
1/30/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/users,24819,5
1/21/18 0:00,isjln45ehvrv7uo6327u3g6ka1y7vzf,GET /v5/channels/:id,24,30
12/9/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /helix/users,1692,261
1/11/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/user,3301,35
1/13/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/channels/:channel/follows,246339,39
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/streams/:name,2207,78
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/search/games,1030,34
12/26/17 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v3/users/:login,21,7
1/13/18 0:00,tczdbjwvqwqcoykov1n9ircfju0yca6,GET /v3/users/:user/follows/channels/:channel,7,29
1/26/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v3/users/:login,22,6
12/22/17 0:00,btg981y5c6jugyuwcg3ukortgj22iyf,GET /v3/user,1,41
2/7/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,PUT /v5/channels/:channel_id/communities,2,93
11/17/17 0:00,hf38b1gx7qnebpziq77q34ej4x44qdh,GET /v3/channels/:login/videos,5392,182
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,PUT /v3/channels/:login,1,151
11/20/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/users,12162,71
11/29/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:channel_id/follows,151835,152
1/10/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,PUT /v5/channels/:id,34,410
1/27/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/users,1537,25
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/search/games,152,48
12/12/17 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/channels/:id,134,21
12/16/17 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,PUT /v5/users/:user_id/follows/channels/:channel,3,40
1/12/18 0:00,sv6t1c3j2s5uuz3elxftm7s1bx54b31,GET /v3/streams/:name,4368,64
1/19/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v3/streams,8,105
1/26/18 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/channels/:id,99,19
1/6/18 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/users/:id,308,6
2/6/18 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v3/user,4,44
12/24/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v3/user,2,46
12/1/17 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/search/games,3,12
11/16/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/users,30268,93
12/7/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/streams/:id,529758,21
11/21/17 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/videos/:vod_id/,209,23
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,POST /v5/channels/:channel_id/commercial,2,17
1/16/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v3/streams,32,119
12/27/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:id,2736,57
11/28/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/ingests,3,6
12/29/17 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,GET /v3/user,8,36
1/5/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/users,3541,26
1/12/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/channels/:channel_id/follows,67505,49
1/17/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/streams/:id,251246,157
12/8/17 0:00,isjln45ehvrv7uo6327u3g6ka1y7vzf,GET /v5/user,5,44
11/21/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/users/:user_id/follows/channels/:channel,6,226
11/24/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,PUT /v5/channels/:channel_id/communities,5,78
11/25/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/users,38215,92
11/30/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,PUT /v5/channels/:channel_id/communities,24,162
12/28/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/streams/:id,262636,153
12/23/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,PUT /v5/channels/:channel_id/communities,26,115
1/5/18 0:00,jg509s1n58dzwc7p97o5bb4ffimwuj2,GET /v5/user,165,49
12/9/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/users,15725,38
12/16/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/streams,32,95
11/23/17 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/user,1,42
12/12/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/,2,0
1/20/18 0:00,tczdbjwvqwqcoykov1n9ircfju0yca6,GET /v3/user,2,42
2/11/18 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/videos/:vod_id/,239,25
11/17/17 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,PUT /v5/channels/:id,114,100
11/28/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,PUT /v5/channels/:channel_id/communities,20,129
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/,41,50
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/ingests,251,56
1/14/18 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/channels/:id,6457,63
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,PUT /v5/channels/:id,30,210
1/13/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/user,440,142
1/18/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/users,5089,14
12/4/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/,3,2
11/18/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v3/streams,1,5
11/29/17 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,GET /v3/streams/:name,1104,201
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/,649,99
11/29/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/:channel_id/communities,17,75
12/6/17 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/user,41,104
12/25/17 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v5/users/:id,73,5
12/30/17 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v5/user,95,40
1/1/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/channels/:channel_id/ingest/health,1417,566
2/1/18 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v3,38272,101
1/16/18 0:00,sv6t1c3j2s5uuz3elxftm7s1bx54b31,GET /v3/streams/:name,4465,74
2/2/18 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/users/:user_id/follows/channels,177,71
2/4/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v3/streams,4,126
1/30/18 0:00,btg981y5c6jugyuwcg3ukortgj22iyf,GET /v3/user,2,389
12/5/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/users/:id,308,5
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/ingests,13,16
11/19/17 0:00,33kozedd0zs6fbauka98psnc7zwom2s,GET /v3/streams/:name,207,70
11/25/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v3/channel,108,53
11/20/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/users/:id,285,5
12/28/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/channels/:id,60659,56
1/25/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/channel,711,135
1/14/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/users,1233,24
1/18/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,PUT /v5/channels/:id,51,347
1/1/18 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,GET /v3/channels/:login,8,18
1/22/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v3/users/:login,12,6
11/19/17 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v3/streams,79,379
2/7/18 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/users,36,5
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/channel,9,99
1/10/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/users/:user_id/follows/channels/:channel,8,362
12/21/17 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/users/:user_id/follows/channels,1,536
1/27/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/users/:user_id/follows/channels/:channel,21,157
11/28/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:channel_id/communities,136,99
11/21/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/streams,33,67
1/10/18 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v3,42677,123
1/12/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/channels/:id,366115,18
2/3/18 0:00,33kozedd0zs6fbauka98psnc7zwom2s,GET /v5/streams/:id,446475,126
2/2/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/channels/:id,281378,32
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/channels/:login,541,54
12/23/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v3/search/games,8,86
11/16/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/channels/:channel/follows,1251,73
12/4/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,POST /v5/channels/:channel_id/commercial,5,543
12/28/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/:channel_id/communities,7,18
11/17/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/ingests,242,62
1/1/18 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/users/:user_id/follows/channels,306,79
12/17/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,PUT /v5/channels/:channel_id/communities,4,77
1/21/18 0:00,7dhxmzdtfvllbu5h7rgys2rn4,GET /v3/,15,19
11/17/17 0:00,36v98kaawy48toz20d8gntnpk,PUT /v5/channels/:id,29,274
12/22/17 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,GET /v3/user,4,33
1/9/18 0:00,9uavest5z7knsvpbip19fxqkywxz3ec,PUT /v5/channels/:id,19,177
